BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION
0,49700,113699.81,189500,DebtCon,Mgr,31.6,3,0,22.5184,3,0,,20585,port  saint  lucie,Tennessee,East South Central,South
1,100,36750,855909,,,31.8,0,,357.995655,0,0,22.05759,22258,raleigh (research triangle),Massachusetts,New England,Northeast
1,1000,4279544.14,855909,DebtCon,Mgr,11.7,4,3,957.348901,1,0,50,22584,dallas/fort worth,Missouri,West North Central,Midwest
0,51000,290000,855909,DebtCon,Mgr,28.1,3,0,849.915262,17,0,182.650868,22875,port  saint  lucie,Maryland,South Atlantic,South
0,1000,,855909,,,33.1,,2,230.590843,0,0,129.616527,21499,springfield,Colorado,Mountain,West
1,46700,,124500,DebtCon,Office,,2,0,155.872416,17,56,50,20686,coeur d'alene,Louisiana,West South Central,South
0,1000,3250,855909,DebtCon,Mgr,40.7,0,0,1062.409454,0,42,96.434055,22393,,Minnesota,West North Central,Midwest
0,36000,182750,55000,HomeImp,ProfExe,28.1,1,3,573.877949,1,0,39.999999,21158,wilkes-barre/scranton,Louisiana,West South Central,South
0,100,99999.98,20000,DebtCon,Other,12.5,2,0,638.040761,0,57,,21711,new york-city,Louisiana,West South Central,South
0,100,157000,855909,DebtCon,Other,,,3,110.630088,,63,85.139867,21375,springfield,Oregon,Pacific,West
0,19500,228750,855909,DebtCon,ProfExe,13.4,1,5,726.370964,5,20,153.196732,20969,o'fallon,Ohio,East North Central,Midwest
0,1000,227500,118500,DebtCon,Other,11.1,4,4,1116.66445,1,2,171.288314,20156,winston-salem,Arizona,Mountain,West
0,1000,166250,345000,DebtCon,ProfExe,,1,0,902.52677,0,15,168.178223,20644,st. petersburg,Pennsylvania,Middle Atlantic,Northeast
0,100,110750,,DebtCon,Office,39.1,0,1,957.258153,1,0,122.290355,21397,springfield,Minnesota,West North Central,Midwest
0,100,,20000,HomeImp,ProfExe,19.9,0,4,511.593276,0,4,39.999999,22599,winston-salem,Florida,South Atlantic,South
0,86800,12000,20000,DebtCon,ProfExe,33.2,0,0,273.672976,,0,149.461297,22160,winston-salem,New York,Middle Atlantic,Northeast
1,1000,165250,855909,HomeImp,,28.5,0,1,411.429216,2,0,,20863,new york-city,Connecticut,New England,Northeast
1,100,4279545,855909,DebtCon,Other,,3,1,657.783677,17,17,50.446387,22323,boise,Texas,West South Central,South
0,1000,25000,296500,HomeImp,Mgr,8.5,10,1,829.829389,3,0,123.418666,22264,coeur d'alene,Ohio,East North Central,Midwest
0,1600,153599.81,192000,HomeImp,,14.4,0,3,104.69266,3,0,,22030,st. petersburg,New York,Middle Atlantic,Northeast
0,29600,282250,263500,HomeImp,ProfExe,40.9,0,,452.70934,5,0,,22507,coeur d'alene,Florida,South Atlantic,South
0,89000,29500,855909,DebtCon,Self,24.8,1,2,81.050306,1,0,,22913,winston-salem,Georgia,South Atlantic,South
0,49200,14750,855909,DebtCon,Office,,,3,815.525234,17,62,120.93335,21197,wilkes-barre/scranton,Oregon,Pacific,West
0,21500,80000,100000,DebtCon,Office,3.9,1,2,26.142569,1,39,40,21457,coeur d'alene,Louisiana,West South Central,South
0,47000,149750,855909,DebtCon,Other,29,2,1,466.169405,0,0,48.60554,22667,dallas/fort worth,Louisiana,West South Central,South
0,21600,513544.54,855909,,Mgr,25.2,0,15,494.454852,1,0,8.410667,21173,st. petersburg,New York,Middle Atlantic,Northeast
0,100,242000,855909,HomeImp,Sales,,10,0,185.064606,5,2,40,22728,wilkes-barre/scranton,Colorado,Mountain,West
0,1000,205750,855909,DebtCon,ProfExe,27.5,,4,184.802057,2,46,,21599,raleigh (research triangle),Oregon,Pacific,West
0,52000,4279544.14,855909,DebtCon,,34.6,2,1,560.323513,0,0,39.999999,22717,st. petersburg,Arizona,Mountain,West
0,60400,75900.13,126500,DebtCon,Other,8.9,1,0,752.181373,1,54,92.990094,21497,st. petersburg,Georgia,South Atlantic,South
1,100,513544.54,855909,DebtCon,Other,39,0,0,,17,0,41.309479,20527,mc.henry-on/the (lake)  shores,Arizona,Mountain,West
1,1000,295750,152000,DebtCon,Other,2.4,0,15,29.140502,0,,194.329044,20906,st. petersburg,Illinois,East North Central,Midwest
1,12500,214000,20000,DebtCon,Office,6.3,1,5,464.521697,2,0,1.551317,21326,springfield,Tennessee,East South Central,South
0,100,203500,855909,HomeImp,Other,18,0,15,187.677206,0,34,137.568192,22907,dallas/fort worth,Connecticut,New England,Northeast
1,16300,80000,100000,DebtCon,Other,24.5,1,2,398.171031,1,29,40,20766,new york-city,Georgia,South Atlantic,South
1,24500,499999,100000,DebtCon,,8.8,2,4,214.765965,0,40,40.000001,22662,port  saint  lucie,Arizona,Mountain,West
0,1000,201000,306500,DebtCon,ProfExe,18.5,0,,696.305936,0,33,94.989776,22905,springfield,Maryland,South Atlantic,South
1,100,,855909,HomeImp,ProfExe,,0,15,651.647854,1,38,,21093,port  saint  lucie,Louisiana,West South Central,South
1,75500,256750,20000,DebtCon,Mgr,28.5,1,2,622.074575,0,0,40.000001,22498,wilkes-barre/scranton,Maryland,South Atlantic,South
0,1000,102500,283500,DebtCon,,5.5,1,0,602.576789,0,0,63.170464,22378,port  saint  lucie,Minnesota,West North Central,Midwest
0,68500,214000,267500,DebtCon,ProfExe,34.8,0,0,810.352408,5,0,,20184,wilkes-barre/scranton,Colorado,Mountain,West
0,1000,684728.06,855909,,Office,18.7,0,0,73.767906,0,49,,22512,springfield,Georgia,South Atlantic,South
0,1000,247500.05,49500,DebtCon,Other,36.6,3,0,530.335808,5,0,,22536,springfield,Pennsylvania,Middle Atlantic,Northeast
0,84500,684727.2,855909,DebtCon,Office,14,,2,275.644493,,60,30,20180,new york-city,Massachusetts,New England,Northeast
0,68700,,855909,HomeImp,Other,,,,1091.973096,3,22,181.481378,22389,o'fallon,Florida,South Atlantic,South
0,27500,290500,299500,DebtCon,Mgr,,0,0,,1,49,,21337,springfield,Texas,West South Central,South
1,-5000,70300,100000,DebtCon,Self,,2,3,485.465485,1,22,,20736,winston-salem,California,Pacific,West
0,1000,276500,855909,,Office,15.7,3,5,258.787367,1,0,50,22610,st. petersburg,Tennessee,East South Central,South
0,77700,265750,,HomeImp,ProfExe,8.6,1,,756.15185,0,65,80.278508,22946,dallas/fort worth,Louisiana,West South Central,South
1,1000,215700.36,359500,DebtCon,Mgr,10.4,,1,699.40752,2,0,,21003,boise,Oregon,Pacific,West
1,81400,222000,20000,DebtCon,Other,,0,1,653.042664,3,0,92.833366,20343,mc.henry-on/the (lake)  shores,New York,Middle Atlantic,Northeast
0,100,15250,20000,DebtCon,ProfExe,6.1,0,4,800.488507,3,,50,20318,o'fallon,Wisconsin,East North Central,Midwest
0,100,159000.27,265000,DebtCon,Other,,0,0,247.52925,0,0,78.220356,22326,boise,Georgia,South Atlantic,South
0,1000,2500,227000,DebtCon,Mgr,12.8,0,4,627.627707,0,0,172.665016,21114,new york-city,Wisconsin,East North Central,Midwest
1,100,126500,855909,DebtCon,Office,12.5,10,1,858.698292,5,0,184.501505,20285,coeur d'alene,California,Pacific,West
0,19400,16000.02,20000,DebtCon,Office,38.3,4,0,211.922218,,0,,21475,port  saint  lucie,Minnesota,West North Central,Midwest
0,100,190000,855909,,,3.6,4,4,565.916674,1,16,42.771874,22975,springfield,Maryland,South Atlantic,South
0,100,258000,855909,HomeImp,Other,16.6,0,15,633.835112,5,0,,22671,boise,Massachusetts,New England,Northeast
1,100,,855909,DebtCon,ProfExe,19.4,0,3,138.821561,2,0,40.000001,21575,springfield,Alabama,East South Central,South
1,100,208200.35,347000,DebtCon,Office,6.4,0,0,677.572243,0,0,80.08668,22043,new york-city,Massachusetts,New England,Northeast
0,26400,100000,20000,HomeImp,ProfExe,14.5,4,0,,0,,40.000001,22246,port  saint  lucie,California,Pacific,West
0,1000,88500,855909,HomeImp,Other,7.4,2,0,666.372392,0,31,30,22372,o'fallon,Tennessee,East South Central,South
0,100,20250,250000,DebtCon,,35.7,0,4,139.918344,17,46,,21938,springfield,Missouri,West North Central,Midwest
1,16200,56100,,HomeImp,ProfExe,33.7,,1,287.172246,,6,,21823,boise,California,Pacific,West
0,48700,185000,855909,,Self,8.4,0,0,622.559462,0,0,,20249,boise,Arizona,Mountain,West
0,86200,175000,855909,DebtCon,ProfExe,32.8,1,5,452.267853,1,40,40,21654,o'fallon,California,Pacific,West
0,100,72000,20000,DebtCon,Office,11.4,4,,155.648297,0,0,40.000001,21852,raleigh (research triangle),Massachusetts,New England,Northeast
0,100,100000,20000,HomeImp,,11.3,3,0,80.935514,,0,40,20805,boise,Ohio,East North Central,Midwest
0,1000,16000,20000,DebtCon,Other,24.7,4,15,1052.218076,,0,104.849907,20208,springfield,Pennsylvania,Middle Atlantic,Northeast
0,100,87500,855909,HomeImp,Other,20.1,0,3,480.208399,1,0,76.637703,20653,coeur d'alene,Louisiana,West South Central,South
1,100,285000,171500,HomeImp,Other,37.8,1,3,455.051848,0,6,39.999999,20782,dallas/fort worth,Oregon,Pacific,West
0,36700,276250,20000,HomeImp,Other,30.9,0,0,,0,0,,21372,winston-salem,Minnesota,West North Central,Midwest
0,10300,114250,20000,DebtCon,ProfExe,24.4,4,0,371.173424,0,27,11.959795,22033,wilkes-barre/scranton,Massachusetts,New England,Northeast
0,1000,144500,92000,HomeImp,ProfExe,31.7,,15,696.145906,,62,,20632,port  saint  lucie,Ohio,East North Central,Midwest
0,1000,263000,855909,DebtCon,Mgr,27.1,3,1,1079.192615,0,0,172.913636,20649,new york-city,Georgia,South Atlantic,South
0,100,31500,52500,DebtCon,ProfExe,21.2,3,0,,5,43,,21873,raleigh (research triangle),Tennessee,East South Central,South
0,100,217000,855909,DebtCon,Other,38.6,4,,528.972708,,0,50,20841,springfield,Florida,South Atlantic,South
0,54300,218400.27,273000,DebtCon,Mgr,7.6,10,2,47.969451,,50,40.000001,21520,raleigh (research triangle),Tennessee,East South Central,South
0,100,1675000,335000,,Other,27.2,0,15,66.540628,,10,40,20867,springfield,Wisconsin,East North Central,Midwest
0,60500,134400.17,168000,HomeImp,Sales,15.4,3,1,1040.120686,0,9,14.50272,22181,mc.henry-on/the (lake)  shores,California,Pacific,West
0,1000,15999.98,20000,HomeImp,Mgr,3.7,10,3,1073.02044,2,0,,21680,springfield,Minnesota,West North Central,Midwest
0,27300,196000,20000,HomeImp,Mgr,36.5,3,1,128.941653,3,0,49.999999,22451,new york-city,Texas,West South Central,South
0,100,215000,855909,DebtCon,Mgr,,4,5,1013.002286,0,21,,21680,boise,Connecticut,New England,Northeast
1,100,190250,855909,DebtCon,ProfExe,5.8,,0,424.403873,5,0,99.117206,22176,dallas/fort worth,Massachusetts,New England,Northeast
0,45100,4279545.86,855909,DebtCon,ProfExe,,4,0,683.051457,5,61,,22455,dallas/fort worth,California,Pacific,West
0,1000,88799.85,148000,HomeImp,Other,35.7,,,1056.191044,0,65,173.145886,21525,new york-city,California,Pacific,West
0,100,,172000,DebtCon,ProfExe,16.4,4,0,1153.738771,2,0,49.999999,20977,coeur d'alene,Texas,West South Central,South
0,39900,205500,20000,,Office,32.2,0,0,1140.480465,,4,146.232896,21267,dallas/fort worth,Florida,South Atlantic,South
1,1000,,20000,DebtCon,ProfExe,0,,0,580.026735,0,0,159.748298,22851,o'fallon,Wisconsin,East North Central,Midwest
0,100,689999.86,,DebtCon,Office,22.9,0,3,886.456735,0,,40.000001,20738,,Colorado,Mountain,West
0,22300,12000,20000,DebtCon,Office,26.2,0,3,,17,0,,21083,coeur d'alene,Minnesota,West North Central,Midwest
1,14800,189500,855909,DebtCon,Other,22.9,10,2,550.742896,5,36,50,21543,st. petersburg,Missouri,West North Central,Midwest
0,100,18250,20000,DebtCon,Other,10.4,0,15,955.888455,0,18,49.999999,22403,springfield,Wisconsin,East North Central,Midwest
0,25100,92250,20000,DebtCon,Office,,4,2,483.040619,5,0,30.000001,22413,raleigh (research triangle),California,Pacific,West
1,3100,4279545,855909,DebtCon,Self,33.6,0,0,983.982931,0,62,,20695,boise,Louisiana,West South Central,South
1,100,101250,,,Other,24.4,0,1,79.579982,3,0,119.40315,21801,raleigh (research triangle),Arizona,Mountain,West
0,100,12000,20000,DebtCon,Other,29.1,4,1,558.782679,3,7,40,20983,springfield,Florida,South Atlantic,South
0,100,,855909,HomeImp,Other,5.1,3,0,429.291199,,60,161.329568,20256,st. petersburg,New York,Middle Atlantic,Northeast
0,100,148750,20000,DebtCon,Other,29.8,,3,631.145745,1,32,15.453031,22125,springfield,California,Pacific,West
0,1000,,20000,DebtCon,Office,32.1,0,4,566.112064,5,0,40.000001,21881,o'fallon,Tennessee,East South Central,South
1,17100,251500,855909,DebtCon,Other,7.5,2,1,889.269221,3,40,40.000001,22909,st. petersburg,Florida,South Atlantic,South
0,1000,67250,20000,HomeImp,Other,,,0,343.441614,0,0,85.723356,20367,port  saint  lucie,Oregon,Pacific,West
0,35200,261500,855909,DebtCon,ProfExe,38,10,0,396.640085,3,0,,22313,raleigh (research triangle),Connecticut,New England,Northeast
0,20500,190799.76,238500,DebtCon,Office,23.2,3,1,456.892621,1,6,130.919814,22565,dallas/fort worth,Tennessee,East South Central,South
0,18500,23250,191500,DebtCon,,30.6,0,15,666.486766,3,0,,22740,springfield,Arizona,Mountain,West
1,1000,127500,212500,HomeImp,Other,20.3,10,1,1121.392341,5,48,85.554537,22824,coeur d'alene,Oregon,Pacific,West
0,1000,15999.98,20000,DebtCon,,8,0,2,1026.463439,5,62,40.000001,21766,mc.henry-on/the (lake)  shores,New York,Middle Atlantic,Northeast
0,100,205750,20000,DebtCon,ProfExe,12.8,3,,,0,0,,22921,new york-city,Texas,West South Central,South
1,1000,108500,47500,DebtCon,Self,30.6,4,0,1149.189588,2,40,,21308,new york-city,Pennsylvania,Middle Atlantic,Northeast
0,48000,85000,100000,DebtCon,Other,35.8,3,4,125.905288,1,47,55,22312,coeur d'alene,Missouri,West North Central,Midwest
0,0,87500,100000,DebtCon,Mgr,22.4,,2,502.59994,1,6,40.000001,22513,springfield,Illinois,East North Central,Midwest
0,1000,75250,20000,DebtCon,Office,6.6,1,0,332.791492,0,,39.999999,22689,dallas/fort worth,California,Pacific,West
0,1000,,855909,DebtCon,Other,27.2,1,0,765.079296,3,0,40.000001,22845,st. petersburg,Georgia,South Atlantic,South
0,100,135750,855909,,,,0,0,817.33546,3,8,111.173212,20648,dallas/fort worth,Connecticut,New England,Northeast
0,56700,13500,855909,HomeImp,Mgr,31.7,3,1,675.647755,2,65,165.636102,21072,st. petersburg,Arizona,Mountain,West
0,1000,81750,20000,DebtCon,,2.3,1,15,981.601596,2,10,30,22562,boise,Maryland,South Atlantic,South
0,1000,172750,314500,HomeImp,Other,19.5,1,0,,2,0,51.65145,22875,st. petersburg,Minnesota,West North Central,Midwest
0,61000,92000,20000,DebtCon,ProfExe,34.6,10,,1124.660316,1,54,,22337,winston-salem,California,Pacific,West
0,100,297500,20000,HomeImp,Mgr,8.9,10,0,1149.418676,3,0,50,20122,raleigh (research triangle),Arizona,Mountain,West
0,100,203250,20000,DebtCon,Other,40.3,4,1,,17,58,39.999999,21982,boise,Florida,South Atlantic,South
0,20900,94750,20000,DebtCon,ProfExe,31.9,0,1,1079.717892,3,0,29.999999,20205,new york-city,New York,Middle Atlantic,Northeast
0,1000,0,20000,HomeImp,Sales,35.8,0,15,748.204154,0,24,52.501279,20400,mc.henry-on/the (lake)  shores,Missouri,West North Central,Midwest
0,100,280250,399500,HomeImp,Office,33.8,,2,1119.743482,2,,11.054291,20638,springfield,Louisiana,West South Central,South
1,1000,126500,855909,DebtCon,Other,32.2,4,4,1126.408201,3,48,40.000001,21323,new york-city,Colorado,Mountain,West
1,1000,4279545,855909,DebtCon,Office,,0,,1154.420918,2,0,188.071535,20173,springfield,Louisiana,West South Central,South
0,100,12000,20000,HomeImp,Other,8,4,,169.955211,2,0,8.354136,21712,dallas/fort worth,Florida,South Atlantic,South
0,34000,85000,129500,DebtCon,Office,30,,0,650.777561,5,60,192.853255,21699,st. petersburg,Massachusetts,New England,Northeast
0,100,34750,44000,DebtCon,Office,34.5,1,15,147.646325,1,0,29.999999,20513,wilkes-barre/scranton,Wisconsin,East North Central,Midwest
0,100,282500,20000,HomeImp,ProfExe,37.8,0,1,1125.647776,5,55,,22710,springfield,California,Pacific,West
1,49400,215250,312500,DebtCon,Other,18.9,,,255.624339,17,0,29.999999,21891,dallas/fort worth,New York,Middle Atlantic,Northeast
0,1000,,855909,DebtCon,ProfExe,7.8,3,0,1156.250508,1,59,30,21672,springfield,Oregon,Pacific,West
0,3400,,390500,DebtCon,ProfExe,24.4,0,0,77.292608,2,0,64.270252,22886,springfield,Florida,South Atlantic,South
0,24200,5750,144000,DebtCon,Self,28.6,0,1,978.693879,17,0,,22268,springfield,Wisconsin,East North Central,Midwest
0,80000,6500,20000,HomeImp,Other,32.7,2,5,103.601701,0,0,,22124,raleigh (research triangle),Ohio,East North Central,Midwest
1,100,12000.02,20000,DebtCon,Mgr,35,,5,161.949853,1,0,50,20374,st. petersburg,Florida,South Atlantic,South
1,37100,99000,855909,DebtCon,ProfExe,8.4,3,5,137.268385,0,0,,22773,winston-salem,Georgia,South Atlantic,South
0,24800,15999.98,20000,HomeImp,Other,22.6,4,2,962.570836,5,65,28.045951,22190,springfield,Alabama,East South Central,South
0,1000,0,20000,DebtCon,ProfExe,40.1,0,4,,5,40,30,21046,raleigh (research triangle),Missouri,West North Central,Midwest
0,1000,29000,20000,DebtCon,Other,0.1,,3,752.06324,,0,158.94216,20627,o'fallon,Maryland,South Atlantic,South
0,100,,20000,HomeImp,Sales,16.6,10,15,548.064455,1,0,29.999999,21772,dallas/fort worth,Maryland,South Atlantic,South
1,52300,113250,120000,DebtCon,Mgr,17.4,2,0,,2,20,50.000001,22086,raleigh (research triangle),Arizona,Mountain,West
1,1000,266000,20000,DebtCon,Mgr,16.5,2,1,653.24054,0,0,,22107,winston-salem,Wisconsin,East North Central,Midwest
0,1000,4279545.86,855909,HomeImp,Office,38.7,1,0,53.885596,5,1,3.232497,22109,coeur d'alene,Oregon,Pacific,West
0,1000,22500,136500,DebtCon,,10.1,0,0,1137.554758,0,,,21564,winston-salem,Ohio,East North Central,Midwest
1,1000,270750,855909,DebtCon,ProfExe,1.6,4,1,1057.409295,0,0,29.999999,20289,raleigh (research triangle),Florida,South Atlantic,South
0,30500,499999,100000,HomeImp,Other,,4,,145.227215,,49,40.000001,21153,st. petersburg,Alabama,East South Central,South
0,33500,,20000,HomeImp,Other,7.6,0,,459.046393,0,5,,21688,wilkes-barre/scranton,Texas,West South Central,South
0,1000,,31000,HomeImp,Other,31.3,0,4,1080.695239,0,21,81.950358,20969,coeur d'alene,Maryland,South Atlantic,South
0,24500,54900,0,HomeImp,Office,2.4,3,2,341.235699,1,57,40.000001,20765,dallas/fort worth,California,Pacific,West
0,100,124250,855909,,,20.4,,1,814.578023,17,7,30.000001,22556,mc.henry-on/the (lake)  shores,Oregon,Pacific,West
0,48500,,210000,HomeImp,Other,,0,0,725.922925,1,0,39.999999,20140,springfield,Illinois,East North Central,Midwest
0,22500,181250,855909,HomeImp,Other,17.1,2,0,1048.897397,0,0,97.05442,20464,dallas/fort worth,Alabama,East South Central,South
0,100,296750,20000,,Office,0.3,0,3,2.335257,0,0,91.588159,21746,wilkes-barre/scranton,Colorado,Mountain,West
1,0,81700,100000,HomeImp,ProfExe,,3,4,397.574614,0,33,40.000001,22395,new york-city,New York,Middle Atlantic,Northeast
1,34500,183250,855909,HomeImp,Other,15.3,1,2,773.465647,3,43,96.812947,20745,winston-salem,Colorado,Mountain,West
0,1000,4279544.14,855909,DebtCon,ProfExe,22.8,,0,327.351125,17,0,,20344,winston-salem,Connecticut,New England,Northeast
1,100,250250,20000,DebtCon,ProfExe,2.4,10,3,59.3354,,10,,22959,dallas/fort worth,Tennessee,East South Central,South
0,100,15999.98,20000,DebtCon,Other,30.4,1,5,249.601099,2,48,,20106,coeur d'alene,Pennsylvania,Middle Atlantic,Northeast
0,1000,225000,320000,DebtCon,Mgr,30.4,2,,1092.104806,17,0,50,20706,st. petersburg,Missouri,West North Central,Midwest
1,69800,129250,855909,HomeImp,Other,4.1,0,1,473.644886,5,56,50,20093,raleigh (research triangle),Louisiana,West South Central,South
0,1000,200100.33,333500,DebtCon,Mgr,,0,1,189.41189,2,33,,20366,coeur d'alene,Maryland,South Atlantic,South
0,1000,179250,365500,HomeImp,Self,3.4,0,0,864.583686,2,9,42.84597,20652,wilkes-barre/scranton,Georgia,South Atlantic,South
0,63600,164699.73,274500,DebtCon,ProfExe,,1,,291.904224,2,50,50,22452,springfield,New York,Middle Atlantic,Northeast
0,1000,100000,20000,HomeImp,Mgr,16.4,0,1,1065.099674,0,27,187.396167,21128,o'fallon,Tennessee,East South Central,South
0,100,54000,20000,DebtCon,Mgr,16.3,10,0,594.765411,5,0,151.401513,20388,port  saint  lucie,Connecticut,New England,Northeast
0,1000,100000,20000,DebtCon,Other,24.4,1,0,310.675482,3,37,57.89176,20160,winston-salem,Florida,South Atlantic,South
0,1000,100000.02,20000,DebtCon,ProfExe,27.7,4,0,918.112813,17,0,53.522832,21829,springfield,Texas,West South Central,South
0,86600,184250,20000,DebtCon,Other,1,1,0,236.714217,,13,41.312507,22575,st. petersburg,Minnesota,West North Central,Midwest
0,1000,241500,20000,HomeImp,Mgr,33.1,,1,30.849318,5,26,,20896,boise,Ohio,East North Central,Midwest
1,100,267199.67,334000,DebtCon,Other,1.7,0,0,,0,0,185.48498,20447,port  saint  lucie,Colorado,Mountain,West
0,100,,223500,HomeImp,Other,,,0,205.590517,1,60,50.000001,20176,o'fallon,Alabama,East South Central,South
0,1000,23000,20000,DebtCon,Office,5.1,3,,114.393024,17,0,104.425563,21051,raleigh (research triangle),New York,Middle Atlantic,Northeast
0,100,,,HomeImp,Other,35.1,4,0,661.978044,0,0,,20345,raleigh (research triangle),Wisconsin,East North Central,Midwest
0,18300,499999,100000,DebtCon,Sales,3.3,3,0,39.870157,2,41,30,22343,springfield,Connecticut,New England,Northeast
0,100,264750,337500,HomeImp,Other,,0,,88.820892,5,44,24.351043,21116,raleigh (research triangle),Oregon,Pacific,West
0,84500,167000,20000,HomeImp,Other,4.2,0,0,1022.058834,5,0,111.216818,21362,o'fallon,Louisiana,West South Central,South
0,53700,9500,27000,HomeImp,Office,17.3,10,0,639.695167,5,32,49.999999,22708,boise,Texas,West South Central,South
1,100,0,397000,HomeImp,ProfExe,39.9,0,15,215.4898,,,63.421868,20886,o'fallon,Illinois,East North Central,Midwest
1,1000,4279545.86,855909,HomeImp,ProfExe,33.4,2,2,768.259911,0,0,,21509,mc.henry-on/the (lake)  shores,New York,Middle Atlantic,Northeast
0,24400,279250,33500,HomeImp,Other,30.5,3,4,1163.216027,,24,,21252,springfield,Maryland,South Atlantic,South
0,100,11999.98,20000,HomeImp,Office,25.7,0,,231.528643,17,31,116.352304,22221,dallas/fort worth,Missouri,West North Central,Midwest
0,100,156250,20000,HomeImp,Mgr,15.2,1,0,1161.104088,0,0,39.999999,21548,wilkes-barre/scranton,Arizona,Mountain,West
0,100,141250,375000,DebtCon,Other,20.4,1,0,1015.613532,1,7,157.633752,22389,raleigh (research triangle),Wisconsin,East North Central,Midwest
0,33900,56000,855909,DebtCon,Other,11,0,0,970.342709,,0,,22443,st. petersburg,Oregon,Pacific,West
0,70100,183000,275500,DebtCon,ProfExe,17.9,,0,269.278893,,0,55.074721,22315,raleigh (research triangle),Massachusetts,New England,Northeast
1,27800,,323500,DebtCon,Other,,0,,,5,11,152.703,22575,wilkes-barre/scranton,Alabama,East South Central,South
0,7600,,855909,DebtCon,Other,38.3,4,0,41.465405,0,0,41.39834,21416,st. petersburg,Arizona,Mountain,West
0,100,6750,337000,DebtCon,ProfExe,13.7,1,4,524.716425,1,,137.158967,22285,springfield,Florida,South Atlantic,South
0,1000,,20000,DebtCon,Office,29.1,4,3,361.915909,3,0,,22208,wilkes-barre/scranton,Georgia,South Atlantic,South
1,1000,59000,855909,HomeImp,Sales,15.6,4,5,838.358874,3,63,40,22152,boise,Illinois,East North Central,Midwest
0,85200,4279544.14,855909,DebtCon,Mgr,38.3,,2,423.426236,5,,,22189,coeur d'alene,Pennsylvania,Middle Atlantic,Northeast
0,77600,0,67000,DebtCon,Mgr,40.3,0,0,731.480485,5,0,125.461289,21856,coeur d'alene,Wisconsin,East North Central,Midwest
0,100,177250,20000,,ProfExe,10.9,,,1003.033827,17,0,40.000001,21990,st. petersburg,Georgia,South Atlantic,South
0,100,217250,127000,HomeImp,,,,,710.666742,1,0,30.000001,21944,winston-salem,Ohio,East North Central,Midwest
1,39600,99999.98,20000,DebtCon,Other,,0,0,235.486289,2,61,18.989033,22045,port  saint  lucie,Ohio,East North Central,Midwest
0,100,93750,855909,DebtCon,Other,40.6,0,0,1138.511944,5,0,115.056993,21265,winston-salem,Minnesota,West North Central,Midwest
0,1000,,200500,HomeImp,ProfExe,26,0,4,875.090473,,0,177.586188,21655,port  saint  lucie,Ohio,East North Central,Midwest
0,1000,274750,855909,DebtCon,Other,,2,1,211.610318,0,14,105.398724,21603,springfield,Oregon,Pacific,West
1,100,4279545.86,855909,DebtCon,Other,,4,1,708.165544,,66,,21774,wilkes-barre/scranton,Oregon,Pacific,West
0,100,153750,77000,HomeImp,,26.7,0,,1014.0414,0,5,76.757625,20807,st. petersburg,Pennsylvania,Middle Atlantic,Northeast
0,86200,513546.26,855909,HomeImp,Other,28.6,0,1,978.705108,,50,191.281004,22133,mc.henry-on/the (lake)  shores,California,Pacific,West
0,100,213600,356000,DebtCon,Other,32.2,4,4,,17,0,,21136,winston-salem,California,Pacific,West
1,1000,,75000,,Other,9.6,1,0,822.34719,5,0,40.000001,22458,boise,Arizona,Mountain,West
0,100,222499.96,44500,DebtCon,Self,2.2,3,2,284.232298,0,21,,21694,springfield,Florida,South Atlantic,South
1,1000,111500,855909,HomeImp,Other,,1,1,970.2278,3,44,,21698,raleigh (research triangle),Alabama,East South Central,South
0,1000,513546.26,855909,DebtCon,Other,28.3,2,1,506.99606,2,0,50,21615,springfield,Arizona,Mountain,West
0,36000,171250,20000,DebtCon,,27,0,0,1011.76049,3,51,29.999999,22324,,Colorado,Mountain,West
0,13400,,855909,DebtCon,Other,31.6,1,,292.75254,2,0,,22447,boise,Arizona,Mountain,West
0,58700,,855909,DebtCon,Office,27.5,0,3,875.768856,3,0,87.563756,21188,coeur d'alene,Tennessee,East South Central,South
0,64500,211000,20000,DebtCon,ProfExe,4.3,1,0,732.003471,2,30,40,21572,,Pennsylvania,Middle Atlantic,Northeast
0,100,126000,20000,HomeImp,Sales,6.4,2,0,756.689225,3,0,49.999999,21722,mc.henry-on/the (lake)  shores,California,Pacific,West
1,4000,147250,20000,DebtCon,Mgr,14.4,4,5,74.038669,2,0,,22556,coeur d'alene,Florida,South Atlantic,South
1,50300,513546.26,855909,DebtCon,Other,15.2,10,0,942.474967,0,0,164.665683,21587,o'fallon,Pennsylvania,Middle Atlantic,Northeast
1,1000,110000,20000,DebtCon,Other,33.4,4,5,889.304326,,0,106.646494,21691,wilkes-barre/scranton,Ohio,East North Central,Midwest
0,1000,49600,62000,DebtCon,Other,32.6,10,1,313.699633,1,0,38.581829,21814,st. petersburg,Connecticut,New England,Northeast
0,100,142750,855909,DebtCon,Other,32.6,3,0,219.562519,1,25,157.317855,20407,springfield,Alabama,East South Central,South
0,1000,197750,226500,DebtCon,Other,17.1,1,0,292.822524,,0,183.18213,20599,winston-salem,Illinois,East North Central,Midwest
1,27300,291250,113000,HomeImp,Other,6,2,,157.347328,,46,188.901387,22433,boise,Tennessee,East South Central,South
